"","gq6_1","gq6_2","gq6_3","gq6_4","gq6_5","gq6_6","gac_1","gac_2","gac_3","losd_1","losd_2","losd_3","losd_4","losd_5","losd_6","sa_1","sa_2","sa_3","sa_4","sa_5","sa_6","ao_1","ao_2","ao_3","ao_4"
"476",6,4,6,7,5,4,3,3,3,8,4,3,4,4,6,2,1,1,2,3,7,7,7,5,5
"477",6,6,6,5,6,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"478",5,4,5,4,5,3,2,2,2,5,9,6,5,6,8,1,5,5,6,7,9,8,5,6,8
"479",7,5,4,5,5,5,4,4,4,5,5,9,4,9,1,3,3,1,1,9,1,8,2,2,9
"480",7,6,7,6,7,6,4,4,5,8,7,9,8,9,5,8,6,7,5,8,9,7,7,7,7
"481",6,7,6,6,7,6,4,3,5,7,8,4,9,5,9,4,8,8,9,8,7,7,5,8,7
"482",7,7,7,7,7,4,5,5,5,6,9,6,5,4,5,8,5,9,8,7,9,7,9,6,7
"483",6,6,5,3,3,2,3,3,3,6,8,6,6,6,6,8,9,8,3,8,3,8,6,9,7
"484",6,7,7,6,5,4,4,5,5,9,8,5,5,8,6,4,2,5,5,5,9,9,7,8,8
"485",7,6,6,6,7,2,2,2,2,6,6,5,5,6,6,7,2,3,5,7,7,5,4,8,8
"486",7,7,7,3,6,5,5,5,5,9,8,8,8,9,9,9,7,9,8,9,9,7,8,6,8
"487",7,7,7,7,4,6,5,5,5,9,9,9,9,9,9,5,5,5,5,5,9,9,8,4,6
"488",7,7,6,7,7,7,5,5,5,9,9,9,9,9,9,7,9,7,9,7,9,9,9,9,9
"489",7,7,7,6,6,6,4,5,5,9,9,7,9,9,5,3,1,5,9,9,9,9,7,7,9
"490",7,6,5,5,6,4,4,5,4,7,5,3,3,1,2,6,3,5,8,7,9,9,8,6,9
"491",6,4,6,6,5,4,2,3,3,5,4,4,5,8,5,5,1,5,8,8,9,4,9,3,5
"492",7,6,6,6,7,6,4,4,5,7,4,2,1,3,4,7,5,5,5,5,9,9,8,8,7
"493",5,5,5,6,3,5,2,2,2,7,7,3,7,9,8,5,5,7,5,6,7,7,7,7,7
"494",6,6,5,6,6,5,3,3,3,6,7,8,6,8,6,2,3,1,3,6,5,7,7,3,7
"495",7,7,6,6,6,6,4,3,4,7,9,9,9,9,3,3,1,7,5,7,9,9,9,9,9
"496",5,4,4,5,6,3,3,3,4,6,8,9,5,7,6,8,7,8,5,8,9,7,6,7,7
"497",6,5,6,5,6,4,4,3,3,7,5,6,7,8,4,7,6,6,6,7,9,5,6,8,7
"498",5,3,5,5,6,4,2,3,2,5,6,7,7,8,4,4,6,3,3,6,4,6,5,6,5
"499",6,5,6,5,6,4,4,3,2,7,9,7,7,6,9,5,6,9,7,8,7,9,5,8,6
"500",6,5,4,5,4,4,4,3,4,8,3,7,7,5,5,4,2,3,5,7,8,8,7,3,8
"501",6,5,6,6,6,5,2,3,3,7,7,7,7,9,7,5,3,4,4,4,7,7,6,5,5
"502",6,6,6,6,6,4,3,3,3,8,8,5,8,9,8,3,5,3,3,5,5,4,8,3,5
"503",6,6,4,6,6,6,5,5,4,7,7,9,7,9,7,3,1,5,6,9,9,5,7,5,9
"504",5,5,5,5,5,5,3,3,3,6,7,7,7,3,5,5,2,5,7,7,4,5,5,4,5
"505",5,6,6,6,6,4,4,3,4,6,7,8,6,5,5,5,5,5,5,5,9,7,7,6,7
"506",4,5,5,4,5,6,5,5,4,6,8,5,7,9,9,1,5,2,2,3,3,5,5,2,7
"507",6,7,6,6,6,4,2,3,3,5,4,3,4,3,3,2,2,6,6,5,7,3,3,6,7
"508",7,7,6,5,7,1,5,4,4,5,7,8,5,6,7,7,1,4,5,9,9,7,7,7,7
"509",7,7,7,7,7,6,4,4,4,5,5,7,9,9,1,3,9,3,3,9,9,8,7,8,8
"510",7,7,7,6,7,6,5,4,5,7,7,3,3,8,7,5,7,5,5,7,9,7,5,7,6
"511",7,7,7,7,7,3,5,5,5,9,6,8,9,9,7,9,8,8,8,9,9,9,9,9,9
"512",5,5,4,4,7,3,2,3,2,6,7,9,2,2,5,2,1,5,5,5,5,7,2,5,5
"513",6,5,6,4,4,4,5,2,4,8,5,8,6,9,3,1,2,5,1,5,9,1,6,5,5
"514",7,7,7,7,7,6,5,5,5,8,8,7,2,7,8,7,8,2,7,9,9,9,9,9,9
"515",7,7,7,6,6,3,4,4,5,8,7,9,9,9,8,8,5,5,5,7,9,9,8,8,9
"516",5,3,4,5,6,3,4,3,3,4,4,7,6,8,7,8,7,5,5,7,6,2,1,9,8
"517",5,5,1,4,2,5,1,1,3,4,6,3,3,5,3,1,3,3,4,5,8,5,6,2,5
"518",7,7,7,7,7,7,5,4,4,9,8,9,9,9,8,7,8,7,8,8,9,9,9,9,9
"519",7,7,6,6,7,3,4,3,2,7,6,6,6,8,6,4,6,7,4,6,7,6,5,6,5
"520",6,7,7,7,7,4,5,5,5,8,2,2,3,1,1,5,9,9,5,9,9,9,9,9,9
"521",6,6,6,7,7,2,4,5,5,7,4,3,5,5,2,5,8,9,6,9,9,9,9,9,9
"523",7,6,7,7,6,6,4,4,4,9,8,9,9,9,9,5,1,1,5,7,9,9,7,5,9
"524",6,7,7,6,7,1,5,5,5,9,9,7,7,9,9,1,1,5,7,7,9,9,9,9,9
"525",6,7,7,7,7,5,5,5,5,6,8,8,9,9,9,6,8,8,5,9,9,8,7,8,8
"526",6,6,6,6,7,7,3,2,2,9,9,9,9,9,9,3,3,7,7,9,9,9,7,5,9
"527",5,5,4,4,7,5,3,3,3,5,5,5,3,4,7,1,5,2,2,7,5,2,6,8,5
"528",7,7,7,7,7,7,4,5,5,9,9,9,9,9,9,5,7,7,5,7,9,7,9,9,9
"529",5,5,3,4,4,3,1,1,2,4,9,9,4,9,6,5,3,5,5,5,7,6,6,5,6
"530",7,6,7,7,7,6,5,5,3,9,8,7,8,9,9,5,9,8,8,9,9,9,9,9,9
"531",5,4,5,5,6,3,2,2,3,4,4,8,4,5,3,3,8,5,3,5,5,5,4,6,4
"532",7,6,7,7,6,7,3,4,2,9,9,8,5,5,9,8,1,1,5,7,9,7,7,7,7
"533",7,6,6,6,7,2,5,5,5,8,5,3,8,8,5,4,4,4,5,8,8,8,9,9,9
"534",7,6,6,6,7,5,2,2,2,8,9,8,6,9,9,2,1,9,5,9,7,7,6,6,6
"535",7,7,7,7,7,3,5,5,5,7,7,6,7,7,6,6,6,5,6,9,9,9,9,8,9
"536",6,4,3,3,6,4,3,3,3,7,9,9,4,9,5,6,5,3,3,8,8,8,3,7,6
"537",6,6,6,6,6,6,4,4,4,7,7,7,7,8,8,6,5,6,8,7,8,9,7,5,8
"538",7,7,7,7,7,7,5,5,5,9,9,1,1,9,9,9,1,1,9,9,9,9,9,9,9
"539",4,5,5,4,5,4,3,2,2,8,5,8,9,7,9,5,6,5,1,3,9,5,4,6,3
"541",7,7,6,7,7,2,4,4,4,7,6,5,7,6,3,5,4,3,5,8,9,9,9,8,9
"542",6,7,6,6,6,6,5,4,4,9,9,8,7,9,4,5,5,5,6,7,9,8,8,8,8
"543",3,3,4,4,1,3,3,3,1,3,3,2,4,4,9,5,5,5,6,2,3,2,5,5,4
"544",7,7,7,7,6,3,4,4,4,7,9,1,1,1,3,5,7,1,7,9,7,9,5,7,7
"545",6,7,6,6,6,5,3,4,5,5,5,5,3,7,3,7,1,3,7,5,9,7,5,5,7
"546",4,3,4,3,4,6,2,2,2,5,6,5,5,7,5,3,4,3,5,6,5,6,6,4,6
"547",6,5,6,6,7,6,4,4,3,7,7,6,7,7,5,5,1,3,7,6,7,7,7,5,7
"548",6,6,6,5,6,4,5,3,4,8,7,3,7,8,2,2,1,8,2,8,9,7,3,3,7
"549",6,6,6,6,7,4,4,4,4,8,5,6,9,9,4,7,3,3,1,9,5,9,9,9,9
"550",7,5,6,4,5,6,3,3,2,8,7,8,3,4,5,5,6,5,5,6,8,6,5,5,6
"551",5,5,5,4,6,1,3,4,4,9,8,9,9,9,5,1,1,6,8,9,9,9,1,7,9
"552",6,7,6,6,7,2,3,4,4,7,2,7,5,7,5,5,5,5,9,5,9,7,7,9,7
"554",7,7,7,6,7,3,1,5,4,9,9,9,9,9,9,5,1,9,9,9,9,9,9,9,9
"555",7,7,7,6,7,7,5,5,5,9,9,9,4,5,9,7,6,8,9,9,9,8,7,8,9
"556",6,6,6,6,6,3,4,4,4,8,6,4,5,6,4,5,6,7,6,7,8,8,7,7,7
"557",7,7,6,7,7,6,5,5,5,6,9,9,7,9,7,5,2,9,9,9,9,9,9,7,9
"558",7,5,4,6,6,5,5,5,4,9,8,9,5,9,8,4,1,3,6,6,7,8,6,5,8
"559",5,5,6,6,7,5,4,4,4,8,5,4,9,8,8,4,3,7,5,5,4,6,5,3,5
"560",6,6,1,6,5,3,5,4,5,7,3,7,1,1,9,1,1,1,5,7,6,5,4,4,8
"561",6,6,6,6,7,6,4,3,3,7,8,5,8,8,8,8,7,7,5,9,9,9,9,6,8
"562",6,6,6,6,6,5,3,5,5,8,6,5,5,7,5,8,5,7,5,7,7,9,8,8,8
"563",6,4,3,6,6,6,1,5,4,5,5,4,1,9,2,1,1,1,5,9,9,8,6,5,6
"564",6,6,5,6,6,5,3,3,3,7,7,7,8,5,3,3,1,4,2,4,5,7,6,5,6
"565",7,6,6,6,6,6,5,3,4,9,9,8,9,8,9,7,8,5,4,6,8,9,6,6,4
"567",6,6,7,7,7,2,5,5,5,8,5,7,8,8,6,5,6,2,5,9,9,9,6,6,9
"568",6,5,6,6,7,3,4,4,4,8,7,8,9,9,4,5,1,5,7,6,7,7,7,6,8
"569",6,6,6,6,6,5,3,3,3,7,8,6,5,7,5,8,8,9,5,7,8,7,6,6,8
"570",6,7,6,5,5,4,3,3,3,7,8,9,9,9,9,6,4,8,6,9,5,3,5,5,6
"571",7,6,7,6,7,6,4,4,4,8,8,7,6,8,5,7,8,9,7,6,8,9,9,8,9
"572",6,6,5,5,6,2,5,2,2,7,5,7,2,3,6,2,2,5,5,6,8,5,4,6,6
"573",6,6,6,5,6,5,4,4,4,7,8,7,2,3,6,2,2,5,9,6,8,5,4,6,6
"574",6,6,7,6,6,6,4,4,5,2,8,3,1,1,5,7,8,7,8,8,9,9,8,8,9
"575",4,4,4,4,4,4,3,3,4,2,7,4,9,8,4,4,7,9,3,4,7,1,5,8,5
"576",4,5,4,5,6,6,5,4,5,5,7,5,3,4,6,3,3,5,5,6,7,7,4,4,5
"577",6,6,4,6,5,3,4,3,4,3,4,6,3,8,4,7,6,8,8,8,8,7,8,6,7
"578",7,7,7,6,6,4,3,4,4,3,9,9,9,8,9,7,6,5,8,9,9,6,9,7,9
"579",6,2,6,5,6,6,2,2,2,9,9,9,9,9,9,7,5,7,2,5,9,9,7,6,9
"580",5,3,5,4,4,3,2,2,4,4,6,6,5,5,5,4,2,3,5,7,9,7,8,5,8
"581",5,5,4,3,5,4,5,5,5,3,8,9,3,5,8,1,1,1,1,4,8,2,5,2,6
"582",4,4,4,4,4,4,4,3,3,6,3,7,1,9,3,1,5,7,3,5,8,6,2,4,6
"583",7,6,6,7,7,7,4,5,5,3,4,8,2,1,5,9,1,9,8,9,8,5,8,9,9
"584",6,6,7,6,6,4,3,4,4,7,8,5,7,5,5,8,3,4,6,6,9,9,8,7,8
"585",5,1,4,1,4,3,3,4,2,5,8,9,9,9,9,5,2,7,7,7,7,1,7,5,9
"586",7,6,7,7,7,1,4,5,4,5,5,9,4,2,4,8,6,9,9,9,9,9,9,8,9
"587",6,6,7,6,7,7,4,4,5,5,9,7,1,5,9,9,9,9,7,9,9,9,9,9,9
"588",7,7,7,7,7,6,4,4,5,9,9,9,5,7,9,5,3,9,7,7,9,7,7,7,9
"590",7,7,7,5,6,7,5,4,4,9,8,6,5,9,5,5,5,7,7,8,8,9,8,8,9
"591",7,7,7,6,7,7,3,3,4,9,5,9,9,9,9,3,1,3,1,9,9,9,5,5,7
"592",7,6,7,6,7,2,5,5,4,8,8,9,3,7,9,5,2,1,1,7,9,9,8,9,9
"593",7,7,7,7,7,4,4,4,5,9,8,6,8,8,5,7,1,6,5,8,9,8,9,8,9
"594",7,6,6,5,7,3,4,4,3,8,8,7,7,8,6,4,4,3,5,6,8,9,7,8,8
"595",7,7,7,6,7,7,5,5,5,9,9,9,9,9,9,3,5,5,9,9,9,7,5,9,9
"596",5,6,5,5,5,2,4,4,5,7,7,5,4,5,4,7,6,6,6,6,6,7,7,7,6
"597",7,7,7,7,6,6,3,3,3,9,5,9,5,5,5,6,1,5,7,8,9,9,6,7,9
"598",7,6,7,6,7,4,5,5,5,9,5,8,9,5,6,5,8,6,8,9,9,8,5,5,6
"599",7,7,7,7,7,7,5,5,5,9,9,1,6,9,9,5,8,5,9,9,9,9,7,2,2
"600",7,7,4,7,7,6,5,5,5,7,7,9,9,9,5,5,8,2,8,9,9,9,9,9,9
"601",6,6,7,7,7,4,4,4,4,8,8,8,8,9,9,9,9,9,9,9,8,7,8,8,8
"602",6,6,6,4,6,6,3,3,4,7,4,5,4,4,4,4,4,7,5,5,5,8,4,4,5
"603",4,7,4,7,4,4,5,3,3,5,7,5,5,5,5,5,1,5,5,9,9,1,7,5,9
"604",7,6,5,6,7,5,5,5,5,9,8,7,8,8,8,6,5,2,7,8,6,8,7,7,4
"606",6,4,6,6,7,3,4,4,5,7,8,8,8,8,8,5,5,4,5,6,5,7,7,6,7
"607",6,5,6,6,7,3,3,4,3,7,5,4,6,8,7,6,6,8,6,8,8,8,9,9,9
"608",6,6,6,6,7,5,4,3,4,7,7,5,6,8,5,6,5,9,5,9,7,8,5,7,6
"609",7,6,7,6,6,7,5,5,5,8,9,4,9,9,5,5,5,1,6,7,9,9,5,6,7
"610",7,7,7,6,7,7,5,5,5,9,9,9,8,9,9,5,7,7,8,8,8,8,8,8,9
"611",6,7,6,5,6,4,3,3,3,9,9,9,9,9,7,5,7,9,9,9,7,9,9,5,5
"612",7,7,7,6,7,2,5,5,5,9,2,5,6,6,2,8,7,8,7,8,8,8,8,8,8
"613",6,6,6,5,6,3,3,3,3,9,9,7,9,8,7,5,9,5,5,7,6,7,6,6,6
"614",7,7,7,5,7,4,5,4,5,9,5,6,8,9,8,8,8,9,5,8,9,9,3,3,8
"615",7,7,7,7,7,7,4,4,4,7,7,8,7,9,8,6,6,8,8,8,9,3,9,7,8
"616",6,6,6,5,5,4,3,3,4,8,3,4,4,6,2,3,6,5,5,7,6,6,7,5,7
"617",7,7,7,6,6,7,4,5,5,9,9,8,9,9,9,5,1,3,8,6,9,9,6,7,8
"619",7,7,4,6,7,2,5,5,5,7,6,7,8,9,5,9,7,8,8,8,8,8,9,8,8
"620",7,7,5,7,6,6,5,5,5,7,5,8,9,9,7,7,5,6,5,9,9,9,8,9,8
"621",7,7,7,7,7,6,5,5,5,9,3,1,2,2,5,7,9,9,9,8,9,9,8,9,9
"622",6,5,4,5,4,3,3,4,4,6,6,5,4,4,6,5,4,6,5,5,7,3,7,4,6
"623",5,6,7,6,7,1,5,4,4,7,7,8,8,9,5,5,1,1,2,6,6,7,2,7,7
"624",6,6,6,4,6,7,2,2,2,7,8,7,8,9,9,7,6,7,5,5,9,4,9,8,8
"625",5,4,6,4,4,4,5,3,3,5,5,4,5,4,5,3,6,5,8,7,9,5,5,2,5
"626",6,6,6,6,5,4,4,4,4,6,6,4,5,2,4,5,5,5,6,7,8,8,6,6,7
"627",6,6,6,2,6,2,5,5,5,5,6,6,6,7,7,4,3,3,4,3,4,5,3,5,5
"628",7,7,7,7,7,6,4,5,4,8,8,3,7,5,1,6,3,4,5,5,9,7,6,5,8
"629",7,7,7,6,6,6,5,5,5,8,3,2,8,5,8,2,2,1,2,9,9,3,7,9,9
"630",6,6,5,5,6,4,2,2,2,5,6,5,1,3,3,5,5,9,4,5,3,4,5,5,5
"632",7,7,7,7,7,7,1,5,5,7,3,9,7,3,5,9,9,9,7,9,7,9,7,7,9
"633",6,4,4,6,3,4,3,4,4,7,7,8,5,9,8,2,1,1,1,8,6,8,8,8,8
"634",6,5,4,5,4,5,2,4,3,5,6,7,4,4,5,5,3,4,5,6,7,5,6,5,6
"635",5,5,6,4,4,7,3,3,3,6,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5
"637",5,5,4,4,5,2,3,3,3,8,7,7,2,7,8,2,5,1,2,4,8,7,2,4,5
"638",6,6,7,5,6,3,2,2,2,7,5,5,5,7,5,5,5,7,5,7,5,9,8,7,7
"639",7,7,7,6,7,6,5,5,5,5,7,7,7,7,9,1,5,9,8,9,8,7,6,5,8
"640",7,7,7,5,7,5,4,4,3,7,9,7,5,7,6,2,1,1,2,7,8,9,7,6,9
"641",6,6,6,5,5,2,4,4,3,5,7,9,9,9,9,1,1,1,5,7,9,7,3,5,7
"642",5,4,4,4,5,4,2,3,3,3,2,2,2,2,3,6,6,4,6,5,5,1,8,7,7
"643",7,7,7,5,5,3,4,5,3,5,5,3,5,4,4,5,7,8,6,6,6,5,5,7,6
"644",5,5,6,6,5,2,3,4,5,4,8,8,2,1,4,7,4,3,5,6,1,3,9,3,2
"645",4,4,4,5,5,4,2,2,4,1,7,4,3,4,5,5,6,7,5,9,7,2,9,9,9
"646",7,7,7,7,6,6,4,4,4,9,9,9,9,9,8,8,6,9,8,9,9,9,8,7,8
"647",7,7,7,7,5,2,4,4,4,9,5,9,9,5,8,7,9,6,7,8,9,6,6,7,6
"648",6,5,6,6,6,4,5,5,4,8,6,5,6,7,5,6,6,5,4,5,6,7,7,6,6
"649",7,6,6,6,6,1,3,4,3,8,7,8,5,6,6,7,6,9,8,8,9,8,9,6,9
"650",7,7,7,7,7,3,5,4,5,4,7,9,7,6,5,6,7,4,9,9,9,1,9,7,9
"651",6,5,6,5,4,6,3,2,4,7,9,7,9,9,7,3,1,5,5,7,9,7,7,7,7
"652",7,7,7,6,7,7,4,4,3,8,9,8,2,9,8,6,6,8,7,7,7,8,8,8,7
"653",7,7,7,7,7,7,5,5,5,9,9,9,5,9,9,7,9,9,9,9,9,9,9,9,9
"654",6,6,6,6,6,6,3,4,4,7,8,6,6,8,7,2,8,9,9,5,9,7,6,6,7
"655",7,7,7,7,7,7,3,3,3,8,9,9,9,9,9,5,3,8,7,9,9,3,5,4,6
"656",6,7,6,6,6,7,5,5,5,9,4,2,5,7,3,6,8,9,6,9,9,9,8,9,9
"657",4,4,4,4,6,4,2,1,2,7,6,4,3,4,5,7,6,8,6,7,6,6,7,6,7
"658",7,7,7,7,7,7,1,3,1,9,9,9,9,9,9,8,5,7,7,9,8,7,8,8,8
"659",6,5,5,5,7,3,2,2,2,7,7,5,8,8,7,3,2,5,5,6,7,7,7,5,6
"660",4,3,5,4,5,4,2,3,3,3,5,9,5,9,7,3,5,5,5,5,5,7,5,7,7
"662",6,7,7,6,5,5,5,5,5,8,8,9,9,9,8,7,5,6,9,8,9,9,7,7,8
"663",5,2,3,2,4,4,3,2,4,3,4,6,5,3,7,7,9,6,4,9,6,5,4,5,5
"664",7,7,7,6,7,6,5,5,5,9,9,8,9,9,9,7,7,7,9,8,9,9,8,9,9
"665",7,7,5,6,6,6,4,5,5,7,7,9,9,8,9,5,5,5,5,5,9,9,7,8,7
"666",5,5,7,4,4,6,4,3,3,6,8,8,8,8,7,1,1,2,4,5,4,6,6,4,5
"667",7,7,6,6,6,4,4,4,5,8,5,4,6,6,5,6,5,5,5,8,9,7,8,5,8
"668",7,7,2,6,7,6,5,5,5,9,7,3,6,8,7,8,5,9,9,9,9,7,7,7,9
"670",7,5,4,3,6,2,2,1,2,8,5,4,5,5,3,5,1,5,5,7,9,2,7,6,8
"671",7,7,6,7,7,5,5,5,5,9,9,7,9,9,5,5,2,4,9,9,9,9,9,8,9
"672",5,5,6,6,7,2,5,4,5,4,8,9,7,9,8,5,3,5,5,5,6,7,5,7,8
"673",6,6,6,3,5,3,4,3,3,7,8,4,8,8,7,5,4,6,5,6,7,8,6,6,7
"674",6,6,6,7,7,3,5,5,5,7,4,4,1,5,4,1,5,5,5,9,9,7,3,7,9
"675",7,7,6,6,5,4,5,5,5,7,8,8,9,9,7,7,8,6,6,5,7,9,5,5,7
"676",6,6,6,7,6,6,4,4,4,4,8,5,5,4,4,6,7,4,6,6,5,6,3,6,5
"677",6,6,6,5,3,5,3,2,2,7,7,6,8,8,5,7,8,6,5,6,7,8,6,7,8
"678",6,3,5,3,5,3,3,3,3,6,4,4,6,6,4,2,1,6,6,6,7,3,5,4,4
"679",6,6,7,6,7,6,4,4,4,8,8,9,5,7,9,5,6,6,4,5,6,9,7,8,7
"680",7,6,1,5,6,6,4,3,3,7,6,3,7,4,7,4,6,6,6,7,5,6,5,6,7
"682",6,6,7,6,5,7,4,4,4,8,3,5,5,5,5,5,5,5,1,5,6,8,6,5,6
"683",7,7,7,7,7,2,5,5,5,9,9,3,9,9,9,8,7,7,9,7,9,9,7,8,9
"684",6,6,6,6,6,3,5,5,5,8,6,6,4,5,3,5,8,7,6,6,8,7,6,5,7
"685",7,7,5,6,6,4,4,4,4,7,7,8,9,8,5,8,6,9,8,9,9,7,8,7,8
"686",4,2,2,2,5,6,1,1,3,6,4,5,5,8,8,5,5,8,1,6,7,5,3,3,4
"687",7,7,7,6,7,5,5,5,5,9,6,8,7,8,4,1,5,9,6,1,9,9,5,4,5
"688",6,7,6,6,7,2,3,3,3,5,9,8,9,9,7,9,5,7,7,8,5,7,8,7,7
"689",6,7,7,6,7,3,4,4,4,8,5,7,7,9,8,6,7,5,5,9,9,9,6,6,7
"690",2,2,2,3,4,3,2,2,2,2,5,4,1,1,4,8,7,9,5,8,8,2,5,2,5
"691",6,6,6,5,4,3,4,2,3,6,7,3,5,6,5,5,6,8,7,8,6,7,9,6,6
"692",7,7,6,7,6,6,3,4,4,8,8,8,6,9,8,9,9,8,5,8,8,6,9,8,8
"693",6,6,7,6,6,3,5,4,5,8,7,7,9,9,2,5,5,8,8,8,8,8,7,6,8
"694",4,2,7,3,6,4,2,2,1,7,8,7,8,8,4,8,8,9,8,9,7,1,7,2,8
"695",7,7,7,7,7,2,4,5,5,8,8,8,8,8,3,6,5,7,5,9,9,8,9,6,9
"696",4,2,6,5,3,4,2,3,3,5,8,5,2,5,2,5,4,6,9,8,5,6,4,3,5
"697",4,4,4,4,4,4,5,5,5,8,9,5,5,5,5,1,5,5,5,5,5,8,5,5,5
"698",6,7,3,6,6,3,5,5,5,8,5,5,7,5,4,5,7,5,8,9,9,8,7,6,7
"700",7,7,7,6,7,6,5,5,5,8,8,8,7,9,9,7,5,9,9,9,9,9,9,9,9
"701",4,5,3,6,6,4,4,4,4,6,4,2,4,8,2,3,8,5,5,9,8,5,2,3,7
"702",5,5,1,3,6,6,4,5,5,5,7,8,1,1,3,6,5,2,3,7,8,6,7,5,9
"703",7,6,6,6,7,5,4,3,4,9,4,6,5,9,7,5,3,6,3,9,7,8,9,9,8
"704",4,4,6,5,4,6,2,2,2,3,1,1,3,3,5,3,3,5,2,3,5,5,5,5,5
"705",6,5,7,4,6,2,4,4,4,6,7,1,2,6,2,5,6,5,5,6,9,7,8,6,6
"706",4,2,3,4,2,3,5,4,4,3,6,3,6,5,6,5,9,2,7,1,6,1,6,1,3
"707",6,4,5,4,6,4,5,2,1,4,9,3,6,7,7,1,8,1,5,6,4,1,2,4,1
"708",5,5,6,4,6,3,3,5,3,9,5,7,6,4,7,5,2,1,5,6,5,5,5,5,5
"709",4,2,4,7,6,4,5,5,5,4,5,5,7,8,4,2,5,4,2,8,7,5,5,5,6
"710",6,6,3,4,6,3,4,4,4,4,6,1,1,1,9,6,1,1,9,6,2,3,5,2,9
"711",5,5,5,6,3,3,4,3,4,6,5,3,5,7,3,4,3,3,5,7,9,6,5,7,5
